source_index,target_index,source_entity,target_entity,type,count
C0022408,C0022417,arthropathy,joints,located_at,3
C0021925,mainstembronchus,intubation,mainstembronchus,located_at,3
C0810633,midchest,pacemaker,midchest,located_at,3
last,C1522577,last,follow-up,modify,3
suggestive,C0012634,suggestive,disease,modify,3
suggestive,C0013687,suggestive,effusion,suggestive_of,3
opacityconsistent,airspace,opacityconsistent,airspace,located_at,3
significant,degenerativechanges,significant,degenerativechanges,modify,3
segment,C0038351,segments,stomach,located_at,3
C0205039,C0016169,bronchial,fistula,located_at,3
C0205039,C0032225,bronchial,pleural,located_at,3
C0332479,C0028259,shaped,nodule,modify,3
C0185792,sternalwires,sternotomy,sternalwires,located_at,3
infrahilar,regions,infrahilar,regions,located_at,3
inferiorly,placed,inferiorly,placed,modify,3
inferiorly,suggestive,inferiorly,suggestive,modify,3
C0810633,C0180307,pacemaker,defibrillator,located_at,5
C0441994,C0332152,lower,prior,modify,3
C0441994,C0439801,lower,limits,modify,3
largest,C0439534,largest,dimension,modify,3
lateral,C0011980,lateral,diaphragm,modify,3
significant,pneumothoraxis,significant,pneumothoraxis,modify,3
C0175730,C0796494,tube,lobe,located_at,3
C1547225,reticularopacities,mild,reticularopacities,modify,3
C0015733,C1880791,feces,flexure,located_at,3
C1547225,unfolding,mild,unfolding,modify,3
C1547225,vascularcalcification,mild,vascularcalcification,modify,3
C0175730,distaltip,tube,distaltip,located_at,3
C0175730,epigastric,tube,epigastric,located_at,3
last,C0439231,last,month,modify,3
last,C1306645,last,radiograph,modify,3
largest,C1710706,largest,zone,modify,3
C0332501,C0020564,globular,enlargement,modify,3
C0332501,C0332479,globular,shape,modify,3
C0016203,C0012634,flattening,disease,suggestive_of,3
C0016203,C0013687,flattening,effusion,suggestive_of,3
C1547225,reticularprominence,mild,reticularprominence,modify,3
C0016059,areas,fibrosis,areas,located_at,4
C0016059,C1184146,fibrosis,basilar,located_at,3
C0015733,C0021853,feces,bowel,located_at,3
C0332468,C0024109,honeycombing,lungs,located_at,3
C0332468,C0178499,honeycombing,bases,located_at,3
C0332468,C0700364,honeycomb,appearance,modify,3
placed,C1705504,placed,tip,modify,5
C0199168,C0175730,medical,tubes,modify,3
C0332464,C0456605,widened,pedicle,modify,3
C0332464,C0032225,widening,pleural,located_at,3
C0332466,C0032225,fusion,pleural,located_at,3
C0332466,C0206427,fusion,rods,modify,4
placed,pad,placed,pad,modify,3
placed,pads,placed,pads,modify,3
placed,probe,placed,probe,modify,3
plain,C0043299,plain,radiography,modify,3
placed,C0733755,placed,position,modify,3
C0442016,pacers,epicardial,pacers,modify,4
suggestive,C0002940,suggestive,aneurysm,suggestive_of,3
opacitiesare,bibasilar,opacitiesare,bibasilar,located_at,3
opacified,leftdiaphragm,opacified,leftdiaphragm,modify,3
opacified,C0817096,opacified,thorax,modify,3
opacified,C0205143,opacified,angle,modify,3
C1550003,C0302908,clearing,fluid,modify,3
C1550003,C0521530,clearing,consolidation,modify,3
inleft,retrocardiac,inleft,retrocardiac,modify,3
C0806140,C0029433,flowing,ossifications,modify,3
C0806140,C0221690,flowing,syndesmophytes,modify,3
C0175730,C0332853,tube,anastomosis,located_at,3
silhouette,C0019270,silhouette,hernia,suggestive_of,3
indistinctness,C0205150,indistinctness,hilar,modify,3
C0016059,C0178499,fibrosis,bases,located_at,3
C0015811,C0337141,femoral,shaft,located_at,4
C0015811,C0003483,femoral,aortic,located_at,3
C0015811,C0005847,femoral,vascular,modify,4
inferiorly,C0332766,inferiorly,dislocated,modify,3
C0016059,C0596790,fibrosis,interstitial,located_at,3
inferiorly,C0012727,inferiorly,displaced,modify,3
C0796494,C0934569,lobe,hemithorax,located_at,3
C0796494,C1184743,lobe,process,located_at,3
C0022130,C0035561,island,rib,located_at,3
C0442165,indistinctness,perivascular,indistinctness,modify,4
C0441994,superiorvena,lower,superiorvena,modify,3
C0442091,C0178587,extrapleural,density,modify,4
indistinctness,C0205143,indistinctness,angle,located_at,3
C0332464,cardiacsilhouette,broad,cardiacsilhouette,modify,3
C0332464,thediaphragm,widening,thediaphragm,located_at,3
pleuraleffusion,C0178499,pleuraleffusion,base,located_at,3
suggestive,C0876954,suggestive,contour,modify,3
opacitiesbilaterally,C0024109,opacitiesbilaterally,pulmonary,located_at,3
C0442143,C0025066,paratracheal,mediastinal,located_at,3
C0796494,areas,lobe,areas,located_at,6
pleuralthickening,C0140145,pleuralthickening,apex,located_at,3
pleuralthickening,C0021368,pleuralthickening,inflammation,suggestive_of,3
pleuraleffusion,bibasilaropacities,pleuraleffusions,bibasilaropacities,located_at,3
C1609982,C0013812,residual,electrode,modify,3
C1609982,C0017446,residual,area,located_at,3
C1609982,C0009450,residual,infection,modify,3
C1550452,silhouette,definition,silhouette,located_at,3
C0332463,C0013687,narrowing,effusion,modify,3
C0015385,C0589488,extremity,subclavian,located_at,3
indistinctness,perihilar,indistinctness,perihilar,located_at,3
indistinctness,pulmonaryedema,indistinctness,pulmonaryedema,suggestive_of,3
C0205054,C0005847,portal,vasculature,modify,3
C0205039,tree,bronchial,tree,located_at,5
C0750572,C1301886,estimated,diameter,modify,3
indistinct,vesselsappear,indistinct,vesselsappear,modify,3
indistinct,portions,indistinct,portions,modify,3
indistinct,pulmonaryedema,indistinct,pulmonaryedema,suggestive_of,3
pneumothoraces,C0796494,pneumothoraces,lobe,located_at,3
inferiorly,C0025066,inferiorly,mediastinum,modify,3
C1704258,C0005847,abnormality,vascular,located_at,3
C0332462,C1705504,folded,tip,modify,3
lateral,C0017446,lateral,region,modify,3
C0796494,C0040132,lobe,thyroid,located_at,6
lateral,C0175730,lateral,tube,modify,3
lateral,C0023884,lateral,liver,located_at,3
opacified,C0005682,opacified,bladder,located_at,3
lateral,C0037949,lateral,spine,modify,3
C0750729,C0042449,course,veins,located_at,3
indistinctness,pulmonaryvessels,indistinctness,pulmonaryvessels,located_at,3
three,C0332835,three,grafts,modify,3
C1609982,C0522501,residual,markings,modify,4
C1609982,pneumothoraces,residual,pneumothoraces,modify,3
C0175730,C0449719,tube,portion,located_at,5
C0441994,ribfractures,lower,ribfractures,modify,3
C1704258,C0934569,abnormality,hemithorax,located_at,3
indistinct,C0678594,indistinct,structures,modify,3
indistinct,C0876954,indistinct,contours,modify,3
C0205081,C0015302,moderate,osteophytes,modify,3
C0015252,jugular,removal,jugular,located_at,3
indistinctness,C0004144,indistinctness,atelectasis,suggestive_of,3
C0332459,C0040578,compression,trachea,located_at,3
C0442739,C0012359,unchanged,ectasia,modify,3
suggestion,C0700148,suggestion,congestion,suggestive_of,3
C0750540,C0332464,nonspecific,widening,modify,3
suggestion,ofopacity,suggestion,ofopacity,modify,3
silhouette,C0020538,silhouette,hypertension,suggestive_of,3
old,appearing,old,appearing,modify,3
old,lead,old,lead,modify,3
C0442045,C0442030,visceral,parietal,located_at,3
C1704258,C0013604,abnormality,edema,suggestive_of,4
C1609982,stranding,residual,stranding,modify,3
C0332448,lobeatelectasis,infiltrate,lobeatelectasis,located_at,3
pneumothoraxor,C0013687,pneumothoraxor,effusion,located_at,3
pneumothoraxor,C0024109,pneumothoraxor,pulmonary,located_at,3
C0442150,C0205132,paravertebral,line,located_at,5
C0442106,C0337189,intervertebral,cage,located_at,3
C0332448,C1184146,infiltrate,basilar,located_at,5
C0015252,C0972401,removal,board,located_at,3
C1704258,C0025066,abnormality,mediastinum,located_at,3
C1704258,C0032285,abnormalities,pneumonia,suggestive_of,3
C1704258,C0018787,abnormality,heart,located_at,3
C1704258,C0040405,abnormalities,ct,located_at,5
ported,cvc,ported,cvc,modify,3
C1704258,C1306645,abnormality,radiograph,located_at,3
C0015252,C0237638,removal,generator,located_at,3
portacatheter,C0817096,portacatheter,chest,located_at,3
C0205081,C0332461,moderate,plaque,modify,3
C0205081,C0222032,moderate,spurring,modify,3
C0442739,C0003893,unchanged,arthroplasties,modify,3
C0175730,C0023685,tube,ligament,located_at,3
C0442739,C0001861,unchanged,air,modify,3
C0442739,C0002940,unchanged,aneurysm,modify,3
tiny,areas,tiny,areas,modify,3
tiny,lucencies,tiny,lucencies,modify,3
C1705504,C0037004,tip,shoulder,located_at,3
possible,C0000768,possible,deformity,modify,3
C0015252,C1522619,removal,esophageal,located_at,3
C0015252,C1708264,removal,guidewire,located_at,3
lateral,C0332466,lateral,fusion,modify,3
lateral,C0205400,lateral,thickening,modify,3
C0442739,C0021107,unchanged,implant,modify,3
lateral,C0444930,lateral,end,modify,3
lateral,C0332523,lateral,retraction,located_at,3
C0442739,C0019270,unchanged,hernia,modify,3
C0015252,jugularline,removal,jugularline,located_at,3
C0015252,portions,removal,portions,modify,3
indistinct,silhouette,indistinct,silhouette,modify,3
C0205081,C0029456,moderate,osteoporosis,modify,3
one,C0018792,one,atrium,located_at,3
positionof,C0205132,positionof,lines,modify,3
portions,C0933845,portions,parenchyma,located_at,3
portions,C0030797,portions,pelvis,located_at,3
portions,lefthemithorax,portions,lefthemithorax,located_at,3
C1705504,C0205150,tip,hilar,located_at,3
tiny,C0332255,tiny,fragment,modify,3
tiny,C0205234,tiny,focus,modify,3
C0015252,C0449719,resection,portion,located_at,3
C0332306,C1696103,quality,image,modify,5
C0332306,C0947630,quality,study,modify,3
C0332271,spacedisease,worsening,spacedisease,modify,3
C1704356,C0020164,enchondroma,humeral,located_at,3
portions,sulci,portions,sulci,located_at,3
C0024109,C0178987,lung,airways,located_at,3
C0175722,suprahilar,clips,suprahilar,located_at,3
C0442739,C0015207,unchanged,eventration,modify,3
C0442739,C0085590C0179740,unchanged,picc catheter,modify,3
second,C0013687,second,effusion,modify,3
C0332271,overload,worsening,overload,modify,3
C0332271,bibasilaratelectasis,worsening,bibasilaratelectasis,modify,3
C0024109,C0021308,pulmonary,infarct,located_at,3
C0750532,interval,mildly,interval,modify,3
C0750532,exaggerated,mildly,exaggerated,modify,3
C0175722,gastroesophagealjunction,clip,gastroesophagealjunction,located_at,3
C0024109,C0040300,lung,tissue,located_at,6
C0024090,C0017446,lumbar,region,located_at,3
C0750532,C0205194,mildly,coarse,modify,3
C0750532,narrowed,mildly,narrowed,modify,3
increasingly,C0700124,increasingly,distended,modify,3
increasingly,cephalized,increasingly,cephalized,modify,3
increasingly,obscured,increasingly,obscured,modify,3
increasingly,prominent,increasingly,prominent,modify,3
C1705504,C0205132pic,tip,pic line,located_at,4
C0014243,C0014876,endoscope,esophagus,located_at,3
C1705504,C0205101,tip,outside,modify,3
tipprojecting,C0175730,tipprojecting,tube,located_at,3
C0024109,C0547070,lung,ablation,located_at,6
C0024109,C0262950,lungs,bones,located_at,3
C0175722,coronaryartery,clips,coronaryartery,located_at,3
C0442739,C0190112,unchanged,valvuloplasty,modify,3
C0175722,glenohumeral,clip,glenohumeral,located_at,3
C0175722,arm,clips,arm,located_at,3
silhouette,andretrocardiac,silhouette,andretrocardiac,modify,3
C0013990,C0337095,emphysema,entrance,located_at,3
silhouette,C0262950,silhouette,osseous,located_at,3
C0175722,upperquadrant,clips,upperquadrant,located_at,4
C0442739,C0036679,unchanged,separation,modify,3
C0024109,C0205297,pulmonary,nodular,modify,3
suggestion,C0392747,suggestion,change,suggestive_of,3
C0442739,C0182537,unchanged,pump,modify,3
lateral,C1139930,lateral,plate,modify,3
tipin,C0038351,tipin,stomach,located_at,3
C1705504,C0040300,tip,tissues,located_at,3
C0205081,accentuation,moderate,accentuation,modify,3
C0332271,interstitialedema,worsened,interstitialedema,modify,3
scope,C0086296,scope,film,modify,3
C0750540,C0700364,nonspecific,appearance,modify,3
C0175722,silhouette,clips,silhouette,located_at,3
C0013990,C0000726,emphysema,abdomen,located_at,3
possible,C0175895,possible,calcified,modify,3
possible,C0178587,possible,densities,modify,3
C1705504,C0085590C0179740,tip,picc catheter,located_at,5
C1705504,C0337095,tip,entrance,located_at,3
C1705504,C0205379,tip,visible,modify,3
possible,C0017446,possible,area,modify,3
lateral,retrocardiac,lateral,retrocardiac,modify,3
C0750493,C0025062,suspicious,pneumomediastinum,modify,3
lateral,gutter,lateral,gutter,modify,3
C0750493,lucency,suspicious,lucency,modify,3
silhouette,demonstratescardiomegaly,silhouette,demonstratescardiomegaly,modify,3
old,C0008767,old,scarring,modify,3
C0175722,C0444598,clips,mid,located_at,3
C0175722,C0205148,clips,surface,located_at,3
scattered,plugging,scattered,plugging,modify,3
C0442739,C0032285,unchanged,pneumonia,modify,3
C0175722,infrahilar,clips,infrahilar,located_at,3
C0175722,lefthemithorax,clips,lefthemithorax,located_at,3
C0750493,C0016658,suspicious,fractures,modify,3
offocal,C0332448,offocal,infiltrate,modify,3
C0442739,C0332523,unchanged,retraction,modify,3
lateral,costophrenicsulcus,lateral,costophrenicsulcus,modify,3
C0014876,C0038351,esophagus,stomach,located_at,4
C0332255,C0929176,fragment,hilum,located_at,3
C0332255,brachiocephalic,fragment,brachiocephalic,located_at,3
C0013990,C0180499,emphysema,drain,located_at,3
C1705504,C0018670,tip,head,located_at,3
C1705504,C0542331,tip,shunt,located_at,4
indeterminant,C0332459,indeterminant,compression,modify,3
scout,C0040405,scout,ct,located_at,5
C0013990,C0442080,emphysema,centrilobular,located_at,4
top,C0016538,top,projection,modify,3
increasein,C0017110,increasein,gas,modify,3
C0013990,C0796494,emphysema,lobe,located_at,3
C0013990,C0325079,emphysema,fossa,located_at,3
C0332255,C0018787,fragments,heart,located_at,3
top,apices,top,apices,modify,3
suggestion,C0025062,suggestion,pneumomediastinum,suggestive_of,3
C0175722,C0023928,clips,lobectomy,suggestive_of,3
C0175722,C0016976,clips,gallbladder,located_at,3
C1705504,lobeis,tip,lobeis,located_at,3
C1705504,internaljugular,tip,internaljugular,located_at,3
C1705504,jugularcatheter,tip,jugularcatheter,located_at,4
C0205081,degenerativechanges,moderate,degenerativechanges,modify,3
top,C0038293,top,sternal,modify,3
C0175722,C0557702,clips,window,located_at,3
laterally,C0302908,laterally,fluid,modify,3
laterally,C0205132,laterally,line,located_at,3
C0750489,cuffing,apparent,cuffing,modify,3
suggestion,C0242656,suggestion,progression,modify,3
C0332260,C0024109,compressed,lung,modify,3
C1705504,C0220825,tip,evaluated,modify,3
tiplocated,C0179740C0205132,tiplocated,picc line,modify,3
possible,C0038257,possible,stent,modify,3
possible,C0175730,possible,tube,modify,3
possible,C0020538,possible,hypertension,modify,3
lateral,portions,lateral,portions,modify,3
lateral,C0750729,lateral,course,modify,3
C0205082,C0012727,severely,displaced,modify,3
C0205082,C0013687,severe,effusion,modify,3
possible,C0243107,possible,development,modify,3
possible,C0392756,possible,decrease,modify,3
C0332152,mediansternotomy,prior,mediansternotomy,modify,3
C0332152,C2700618,prior,cavitation,modify,3
C1705504,chesttube,tip,chesttube,located_at,5
C1705504,jugularline,tip,jugularline,located_at,3
laterally,C0205400,laterally,thickening,modify,3
C1705504,abutting,tip,abutting,modify,6
C0013812,C0733755,electrodes,position,located_at,3
C0013990,C0036277,emphysema,scapula,located_at,3
possible,C0220781,possible,formation,modify,3
C0013812,C0589488,electrode,subclavian,located_at,3
increasein,C0456389,increasein,size,modify,3
C1705504,atleast,tip,atleast,located_at,3
C0442739,C0557702,unchanged,windows,modify,3
C0442739,C0599554,unchanged,endotracheal,modify,3
laterally,C0028259,laterally,nodule,modify,3
laterally,C0036277,laterally,scapula,modify,3
C0750489,C0556030,apparent,repositioning,modify,3
C0750489,C0332554,apparent,shadow,modify,3
C0442739,C0337088,unchanged,battery,modify,3
laterally,C0012727,laterally,displaced,modify,3
possible,C0205117,possible,adjacent,modify,3
C0332232,similar,approximately,similar,modify,3
C0332255,C0025066,fragment,mediastinum,located_at,3
C0442739,C0332479,unchanged,shape,modify,3
C0442739,C0243111,unchanged,apparatus,modify,3
C0750489,C0332523,apparent,retraction,modify,3
C0750489,C0178587,apparent,density,modify,3
C0442739,C0700124,unchanged,dilatation,modify,3
C0205082,C0175895,severely,calcified,modify,3
possible,C1517945,possible,loss,modify,3
possible,C1609982,possible,residual,modify,3
possible,C0746922,possible,node,modify,3
C0332194,chestwall,anterolateral,chestwall,modify,3
incompletely,included,incompletely,included,modify,3
tortuous,C0876954,tortuous,contour,modify,3
C1705504,themidline,tip,themidline,located_at,3
C0442739,C1457869,unchanged,defect,modify,3
C0750489,C0020449,apparent,hyperexpansion,modify,3
possible,prominence,possible,prominence,modify,3
C0205082,C0439775,severe,elevation,modify,3
